rank,team,conference,record,adj_o,adj_o_rank,adj_d,adj_d_rank,barthag,barthag_rank,efg_pct,efg_pct_d,to_pct,to_pct_d,conf_record,sos,raw_o,raw_d,adj_o_no_opp,adj_d_no_opp,off_ftrate,def_ftrate,adj_tempo,est_ppg,est_opp_ppg,est_total,wins,losses,games
156,Oakland,Horz,5-5,113.94784960348582,68,113.94663391868866,325,0.5000306729125995,156,17.2634537778587,13.7365462221413,13.045687084842022,6.954312915157974,1-0,0.5698349441055837,113.18876264825246,102.86651896902113,107.82500170185946,107.46849298314893,114.41821266862293,112.79817807697798,71.7981850472142,81.81248791563209,81.81161507601183,163.62410299164392,5,5,10
157,Saint Joseph's,A10,6-3,105.27908368898257,205,105.47941922696498,138,0.49453457965321207,157,17.17170455204108,14.828295447958919,7.36833806170529,10.63166193829471,0-0,0.35263136148503404,105.0109558532958,110.26190302155034,100.38470299210971,99.83592607342148,88.45032468487886,113.962627743381,69.02755546645695,72.67157788799008,72.8098646125899,145.48144250058,6,3,9
158,Furman,SC,7-4,108.30494227176897,140,108.64412270878177,203,0.4910113510577277,158,20.703526513786006,10.29647348621399,12.340445004418342,5.659554995581658,0-0,0.4122805661972709,110.03197024323828,107.31332415072052,105.4011941682773,110.96155739508248,0.0,0.0,67.80924234552623,73.4407607772461,73.67075646176872,147.1115172390148,7,4,11
159,Idaho,BSky,6-3,110.88129595137838,109,111.34468669254116,277,0.48801224783327546,159,19.116903651203724,11.883096348796272,10.901007765269865,7.098992234730136,0-0,0.35805782907757827,106.56194082764856,108.52440095441304,102.07995506548086,105.18575515538792,0.0,0.0,67.22332120935907,74.53808973849513,74.84959638488142,149.38768612337657,6,3,9
160,Massachusetts,MAC,6-3,102.67702379854983,253,103.15306409394432,94,0.4867046098731275,160,17.626734684593945,12.373265315406057,9.90826800865784,8.09173199134216,0-0,0.2825005477319895,103.29365524326764,112.75006293609155,102.30423831521463,106.30861163268777,0.0,0.0,73.23350213421408,75.19398041485847,75.54260139474593,150.7365818096044,6,3,9
161,North Dakota St.,Sum,7-3,103.41016611700067,241,103.93508783789918,109,0.4854472008011426,161,19.883760106095583,10.116239893904417,10.659751031214245,5.3402489687857555,0-0,0.3572602972676958,105.57427173444819,107.72366047424153,100.64179830712567,105.79226890640959,0.0,0.0,68.32707443039848,70.65714117136176,71.0158048263014,141.67294599766316,7,3,10
162,Marist,MAAC,6-2,98.53369196643726,333,99.10040593428776,40,0.4835178563783334,162,19.63551787596997,9.364482124030019,13.977415841256734,6.022584158743267,2-0,0.2687729352920387,103.27893219430801,111.88426061492741,102.38899983406485,110.1777173908737,0.0,0.0,67.34085121032895,66.35342689916237,66.73505690904072,133.08848380820308,6,2,8
163,Towson,CAA,6-4,105.58127883433309,201,106.19953113422267,151,0.4832202651157229,163,17.929100505571387,13.070899494428613,10.075526334231142,7.924473665768858,0-0,0.5150692391995184,110.59954710131225,106.44706942019101,104.03188166942752,104.14738656579267,94.89111262490843,104.81362301993445,63.366224982747255,66.9028706858252,67.29463382913426,134.19750451495946,6,4,10
164,Elon,CAA,5-4,112.34718430489632,87,113.0806083956141,311,0.481301167094213,164,17.181883726524127,13.818116273475876,9.740007115203252,8.259992884796747,0-0,0.3680183369870351,105.30530654590903,108.91192257895565,102.15417484922632,104.53869641722693,114.89136144276654,118.61039354286271,67.99336741857613,76.38863380885304,76.88731354559114,153.27594735444418,5,4,9
165,Temple,Amer,5-5,113.26078314942276,77,114.11330721557279,331,0.47845400673686955,165,15.60364143521124,15.39635856478876,8.637862703003167,9.362137296996833,0-0,0.4278378676983879,104.60170377407302,105.74046436606763,106.2355154575123,107.24054685677442,109.13150225418951,111.50948586996932,66.76118798732442,75.61424435430199,76.18339954874159,151.7976439030436,5,5,10
166,Cornell,Ivy,5-5,113.14225451076348,78,114.02384846032714,328,0.4776998960990307,166,14.354989362065991,12.645010637934009,7.634752746161937,6.365247253838063,0-0,0.4246540692381262,106.484969802235,107.77473452887696,102.38346416934586,103.46703720127758,0.0,0.0,74.60826321107892,84.41347104833922,85.07121298268262,169.48468403102186,5,5,10
167,Robert Morris,Horz,7-4,106.94550202053117,165,107.88146843706463,182,0.47496896261409927,167,19.87823745994112,11.121762540058883,12.403436884963247,7.596563115036747,1-1,0.37800483179514593,106.53267138640767,108.04873424043113,105.44522844366531,110.83126644599136,111.53070954759369,128.79078850540694,66.47382789665255,71.09076895633896,71.71294166123589,142.80371061757484,7,4,11
168,Portland St.,BSky,5-3,102.67272633744207,254,103.61917334852697,105,0.4736438304104233,168,16.87753844018852,12.122461559811478,10.36386387809337,7.6361361219066275,0-0,0.3497553939510481,107.23655633818505,108.45335077280846,103.08387964665255,105.5649924397749,0.0,0.0,69.61783647102602,71.47853072194448,72.13742665440648,143.61595737635096,5,3,8
169,Montana St.,BSky,4-6,105.8822785966843,195,106.98246541849443,165,0.4703159333445048,169,16.079460433176155,14.920539566823845,10.304647351171928,7.695352648828073,0-0,0.4592434286525967,110.51835868599441,106.79698240817514,103.50623171696358,105.01594051839885,107.00409280961807,96.37837891413162,66.53484391822136,70.44860880136021,71.18061638606041,141.62922518742062,4,6,10
170,FIU,CUSA,5-3,106.62831207632925,178,107.7436077201167,181,0.47012030994429255,170,16.392136525294593,14.607863474705411,9.570848625573783,10.429151374426217,0-0,0.37715055572984724,109.3790493128429,108.03297320338048,103.59949453466453,102.98992089664985,104.65602116054403,113.54764284110874,71.0215315056268,75.72906025520824,76.52116030224164,152.2502205574499,5,3,8
171,Lipscomb,ASun,6-4,104.51980081896976,219,105.76988054419303,144,0.4658715250153182,171,19.25915463077072,11.740845369229278,12.118680949455596,5.881319050544404,0-0,0.42792526776071604,107.55594157004772,107.26688820222714,101.86576208004315,105.68479920489405,91.80219277898553,115.6062080363943,70.45506343733095,73.6394919715771,74.52023643500037,148.15972840657747,6,4,10
172,Northern Colorado,BSky,9-1,106.68839104151866,177,108.05892911603901,188,0.4633682010547534,172,20.174240208415835,10.825759791584163,10.180598704489894,7.819401295510106,0-0,0.2315843558561593,103.47618163591756,110.39480985850876,106.06629458994853,109.60619059034032,0.0,0.0,68.86874127464489,73.4749519964649,74.41882431707681,147.8937763135417,9,1,10
173,James Madison,SB,7-4,110.541371685037,113,111.96956830806974,285,0.4631597401176036,173,17.76321304584352,12.236786954156473,10.72152411748565,7.278475882514352,0-0,0.37309724652062753,104.79406053326151,109.37566431676404,104.29845320088408,108.40554706792237,105.59117996759005,99.04790845785777,66.80865191495731,73.85120023107555,74.80535914161867,148.65655937269423,7,4,11
174,UC Davis,BW,5-3,104.18187422059897,228,105.53504000263747,140,0.4629664491409656,174,17.60888298845553,13.391117011544468,10.597430359753638,9.40256964024636,0-1,0.441072376778025,106.46246152184214,106.11645909692702,102.2632742950823,104.08468598918192,0.0,0.0,68.57395234693549,71.4416287821778,72.36954804072792,143.81117682290574,5,3,8
175,Colgate,Pat,6-4,107.56874785386525,151,108.99417117915496,211,0.4622249074504265,175,19.764679258734063,11.23532074126594,12.779025979260807,5.220974020739191,0-0,0.42656015420926624,109.22661076547347,105.30985021213043,104.84835054419698,109.5670950301754,114.72148385151654,104.22770583044348,67.26531032143264,72.35645205278188,73.31526747593207,145.67171952871394,6,4,10
176,South Alabama,SB,8-2,106.00870384142911,191,107.60187149909773,177,0.4572189492650489,176,20.363794910145913,9.636205089854089,10.780572775877149,7.2194272241228505,0-0,0.36469623669787177,104.22604558010751,109.28015419574409,99.73120419445941,105.19569154375539,0.0,0.0,65.45601784736812,69.38907610620944,70.43190021255151,139.82097631876096,8,2,10
177,Washington St.,WCC,3-7,109.49164750710872,124,111.21962942540151,271,0.4551027188631943,177,11.13024454855641,19.869755451443588,6.765681718892347,11.234318281107653,0-0,0.5314266418483776,109.01142340211298,105.57280411042007,109.26290238062667,104.74914929217249,0.0,0.0,67.9395838539187,74.38816967112922,75.56215339548831,149.95032306661753,3,7,10
178,Rice,Amer,4-6,106.42666457387662,182,108.5066091126449,198,0.4445831724845088,178,13.952971812911835,17.04702818708817,7.783308170728343,10.216691829271655,0-0,0.4369323027754187,107.23543245099755,106.8476598915952,104.11235050197728,103.84451522593365,113.1493349038456,115.05676012959368,67.14914986010301,71.46460048582156,72.8612655611661,144.32586604698767,4,6,10
179,Austin Peay,ASun,4-5,101.56159659820742,270,103.55276130095163,102,0.44441040096353074,179,18.055889856702706,11.94411014329729,11.77380699582175,6.226193004178248,0-0,0.470176948251553,108.80627664566956,107.59567247327398,101.29256767713774,107.03769277734612,100.30684421799745,99.92085056177592,69.546648783568,70.63268688513946,72.01747520765936,142.65016209279884,4,5,9
180,Fresno St.,MWC,6-4,103.31146961923449,242,105.3440221873536,134,0.44421954688270476,180,13.001799209304751,17.99820079069525,6.541957826868819,13.458042173131178,0-0,0.3864553301216395,105.82893425509866,108.13226065742127,108.7845282562802,105.66733650495445,90.37315999094399,98.33909300073736,70.07909387276916,72.39974177580073,73.8241361980263,146.22387797382703,6,4,10
181,Tulane,Amer,6-3,110.58630409536734,111,112.78965407738906,303,0.4435229897777303,181,15.387696414513071,15.612303585486927,6.810724374379058,11.189275625620944,0-0,0.41531019528444013,104.72078233872338,107.95813528033395,103.96119987934304,103.08326914235245,0.0,0.0,66.59684820238773,73.64699307102268,75.11435471391701,148.7613477849397,6,3,9
182,Ohio,MAC,3-6,108.38464614002376,138,110.55185015238638,251,0.44332477678300825,182,14.70329877700015,15.29670122299985,9.406650179657877,8.593349820342123,0-0,0.5627842849407461,108.41959119013308,104.42445789987131,100.15823060008422,100.6303186432287,110.55845502372533,116.08323035023584,69.9695988527654,75.83630212216391,77.35268607593507,153.18898819809897,3,6,9
183,UT Rio Grande Valley,Slnd,3-5,104.56944556299317,217,106.67943374254892,160,0.44281743356875014,183,16.597335551080725,14.402664448919271,11.919325401308086,10.080674598691918,0-1,0.5458299552226473,110.9446756845394,103.42250270773181,101.8867683352062,103.63274272683925,108.30316440065054,104.77250569185654,70.5028726043152,73.7244629883158,75.2120652665141,148.9365282548299,3,5,8
184,Abilene Christian,WAC,7-3,102.45913135726684,257,104.61744748322691,121,0.44035217457699527,184,16.769612134779308,14.23038786522069,9.209890650517345,8.790109349482654,0-0,0.3165593300644435,104.96827491311413,106.92758445734232,105.75229253262549,106.11652348953758,0.0,0.0,66.43806379418716,68.07186305411095,69.50580649875656,137.57766955286752,7,3,10
185,Toledo,MAC,5-4,110.94670616202464,106,113.29197162196166,315,0.44014811458549447,185,15.346340892815615,14.653659107184385,8.998794799577652,9.001205200422348,0-0,0.43171017881431756,107.03087035030488,107.67856388955862,103.95186864171791,104.33123454431367,0.0,0.0,69.5102714747941,77.11935664556543,78.74955703357224,155.86891367913768,5,4,9
186,Florida Gulf Coast,ASun,5-5,108.67965093336153,134,111.18995800635022,269,0.4347226528127327,186,17.658366719660382,13.34163328033962,11.414117861194946,6.585882138805054,0-0,0.39453763544650894,108.06146118751074,109.42413438514102,101.48843314933805,106.07433644812643,103.89776456296866,128.8532407222276,70.53250483398904,76.65448004813564,78.42506250573936,155.079542553875,5,5,10
187,Marshall,SB,5-4,105.95830103724106,193,108.46791536416319,196,0.4331032435230693,187,16.351018337117978,12.648981662882022,10.304868424749293,7.6951315752507075,0-0,0.4803583970076198,108.08927042707886,108.48413573404666,105.13007772119978,108.92896604748465,108.45355079372139,120.09960001233165,71.33830774133997,75.58885887144245,77.37917526310291,152.96803413454535,5,4,9
188,Southern,SWAC,4-5,104.37342666343255,220,106.88319083029786,163,0.4321077487486889,188,17.00308528484728,13.996914715152718,12.308426681788378,5.691573318211621,0-0,0.46712425880864294,113.84533192200554,103.48831557063045,105.67738249920049,108.6156412805873,107.04811023141946,109.55966331774073,71.57869634814332,74.70913813957044,76.50559461162548,151.21473275119592,4,5,9
189,North Alabama,ASun,5-4,105.90072235755497,194,108.4523981689963,194,0.4319728006068089,189,17.271733592497807,11.728266407502192,11.453415900003943,6.546584099996058,0-0,0.44800707958100855,109.2944531613539,105.43056409114907,105.11414856385701,110.12491513648287,105.65366085210991,117.62360974402223,66.93062985910744,70.88002049925615,72.58787319181633,143.46789369107248,5,4,9
190,UNC Asheville,BSth,4-5,106.52860483326033,179,109.1050488579458,214,0.4317235033254418,190,16.356338771725085,13.643661228274917,9.205039728204403,6.7949602717955955,0-0,0.3918193337729929,106.15957845195751,107.94019903707832,98.22433602382972,101.65385670166668,100.25812067944136,94.77590568471507,67.13749358702808,71.52063523828063,73.25039518012721,144.77103041840786,4,5,9
191,Monmouth,CAA,5-5,106.05238788875698,190,108.63921853805064,202,0.4311546793305933,191,16.13108991713751,14.868910082862492,9.150672618698398,8.849327381301602,0-0,0.4153393966456214,104.98211707244029,106.24298632511338,104.74852165076278,107.77475571207145,105.80503752084596,100.13833474339337,67.56863638053689,71.65815234543074,73.40603854063227,145.064190886063,5,5,10
192,Charleston,CAA,4-5,108.05705185749773,144,111.03385470073935,264,0.4224993218227735,192,15.008182946565771,15.991817053434229,8.918395864518736,9.081604135481264,0-0,0.4632188029087348,107.33936316624923,106.95169893947106,106.24373328353204,108.410430109212,0.0,0.0,67.11330653908266,72.52066045021796,74.51849126746684,147.0391517176848,4,5,9
193,Charlotte,Amer,4-6,107.45633691634818,153,110.41916999974066,248,0.4224337859861397,193,13.336579901289705,17.663420098710294,7.467230657299352,10.532769342700652,0-0,0.452854369608971,106.70000435858431,106.58896218718417,107.57993368901913,107.52614766602326,120.0897469375932,118.68938236904809,63.439991466282436,68.17029096971098,70.04991202497537,138.22020299468636,4,6,10
194,Incarnate Word,Slnd,5-5,110.58177205307717,112,113.71413308883947,322,0.42037773924517746,194,16.33366160028599,14.66633839971401,11.50972624472926,10.49027375527074,1-2,0.41557016092249704,110.86141492500278,105.64371354126152,105.2794970440591,107.01025093751967,103.49829398748398,112.24413009127873,66.50543566683052,73.54288927200041,75.62607962549217,149.16896889749256,5,5,10
195,Lamar,Slnd,5-3,101.08647577590759,285,103.98530664317377,112,0.4194229958310318,195,16.763381923895334,14.23661807610467,10.976468111322987,11.023531888677013,0-1,0.3078612339105518,104.81164245856155,108.45306712516246,105.05405923165051,108.42838067034761,116.50307045791823,110.21553654032279,65.78092639979867,66.49562023030009,68.40249802955111,134.8981182598512,5,3,8
196,Louisiana Tech,CUSA,5-3,101.25119343214088,275,104.2858453490649,115,0.41590464994802123,196,16.002957834328498,14.997042165671504,8.861529377327106,11.138470622672894,0-0,0.2879296267754449,103.52276523078211,108.53292856364845,102.21067933691971,104.12118212566108,0.0,0.0,64.44868490797957,65.25506262064938,67.21085587264172,132.4659184932911,5,3,8
197,San Jose St.,MWC,5-5,106.2075114970844,185,109.39648691889607,218,0.4157571733456246,197,11.417832114182943,19.58216788581706,6.082614122513928,13.917385877486073,0-0,0.4631843405161794,108.85739036140609,107.28511392215545,109.58921611407638,104.90344302660577,104.74061805265177,108.60161741214802,65.3152471951616,69.36969867415036,71.45258585389959,140.82228452804995,5,5,10
198,Montana,BSky,5-5,107.48809976439604,152,110.9642963139417,260,0.4095016130953382,198,16.22126705142964,14.778732948570363,9.197665492850971,8.802334507149029,0-0,0.40243344618032995,107.45260733060778,106.79176861244613,99.44265820904123,100.65826638894305,119.92446066515596,115.11658917012812,70.20701440723819,75.46418568765608,77.90471950001954,153.36890518767564,5,5,10
199,Fordham,A10,6-4,105.963784343676,192,109.44462401592796,221,0.40813145326907024,199,14.311530941205598,16.688469058794404,5.7454721819357575,12.254527818064242,0-0,0.20128430208467188,102.00649137813163,111.41532256422606,106.43923274130033,107.37052857650141,0.0,0.0,65.5797760413458,69.49081245751735,71.77353931893852,141.26435177645587,6,4,10
200,UT Arlington,WAC,6-3,102.3270551386081,260,105.73116204246301,143,0.40700899952752256,200,15.651835982684476,14.348164017315526,8.613726634033759,9.386273365966243,0-0,0.3674376271838266,106.00710211509579,106.96455355320963,104.99875232658474,106.75762305591947,0.0,0.0,67.64277877200188,69.21686353131305,71.51949603345008,140.73635956476312,6,3,9
201,Idaho St.,BSky,6-4,104.80798986114795,210,108.39012065120556,193,0.40456500444911053,201,16.532774972141137,14.46722502785886,8.822609020372175,9.177390979627825,0-0,0.4084591669513216,108.3754863375016,107.49237809904153,103.02655872534085,104.71806723803586,95.78978813436737,100.13165432344086,64.47837350922933,67.57848717018618,69.88818684058865,137.46667401077482,6,4,10
202,Texas St.,SB,6-5,101.73195108244461,269,105.2152327142581,131,0.40439956152390016,202,16.26451281363566,13.735487186364342,9.645791641469911,8.35420835853009,0-0,0.3233159094044269,104.14957001548056,108.72897205604362,104.09125064976406,109.17685728871875,0.0,0.0,66.12290045326297,67.26811674340703,69.57136358931785,136.8394803327249,6,5,11
203,Old Dominion,SB,3-7,107.18036326021682,158,110.90023959363886,257,0.4031500258211619,203,13.269480791518307,16.730519208481695,9.981431516422974,8.018568483577026,0-0,0.5332089530468604,109.333031768213,105.67503654503633,105.50513453849808,107.52298909654112,114.57554075353924,115.57590417989796,68.78262225925883,73.72146439737637,76.28009288430562,150.00155728168198,3,7,10
204,Milwaukee,Horz,4-5,106.95230388466203,163,110.73703035098585,255,0.40133248525172766,204,15.54946105590742,15.450538944092576,11.45056642686963,8.549433573130372,1-0,0.5195151160845318,110.8086879229343,105.50803132205698,107.12081365904216,109.17403509948393,112.12114014436294,114.74234779019373,71.14512037311978,76.09134534056767,78.78399354082707,154.87533888139473,4,5,9
205,Mercer,SC,7-2,106.44235447910815,181,110.31041150742708,244,0.39879472869064364,205,18.29074748111066,11.709252518889336,10.849451638193248,7.150548361806754,0-0,0.3662354348843955,107.53617778079528,107.83785969592834,105.96287787738595,110.20614801459035,98.34386303579919,97.18927540393987,70.92640237684468,75.4957326372396,78.2392063293109,153.7349389665505,7,2,9
206,Bethune Cookman,SWAC,3-6,106.77901694690814,173,110.66797358029609,254,0.39857884599400767,206,15.23070605030034,15.76929394969966,12.020375923643021,5.9796240763569815,0-0,0.5305365896952403,110.26981513437129,104.65093756698087,105.68618011876059,107.93602517932217,105.82785697223702,114.49234720374754,67.04246891383376,71.58728924312817,74.19454178513976,145.78183102826793,3,6,9
207,Jacksonville St.,CUSA,4-4,101.10637216169988,284,105.04168778688638,126,0.3919512299638699,207,13.741274593393566,17.25872540660643,8.141118975344732,11.858881024655272,0-0,0.26350579848807537,104.21038870126651,107.19893722449126,106.09222209334801,107.27966246109472,0.0,0.0,65.77346220779846,66.50116148345174,69.08955481894137,135.5907163023931,4,4,8
208,Tarleton St.,WAC,7-4,105.37833092366458,203,109.55978339072817,226,0.38995451283938287,208,17.03543707565258,13.964562924347419,8.304636490029944,9.695363509970056,0-0,0.40791617810960995,109.92860504660906,102.67102931908185,104.64968707236137,105.91361850794046,110.45692414403464,117.975573261532,69.31939747214884,73.04762406249138,75.94618171824416,148.99380578073556,7,4,11
209,Navy,Pat,6-5,102.67820547220845,252,106.7842041443675,162,0.3891428685966226,209,19.543865178210048,11.456134821789957,11.595068192419944,6.4049318075800565,0-0,0.38204865057307524,104.64257798592806,108.2154506980902,99.37838936198196,107.81295606450777,97.12427952834933,95.05419387256228,68.28962713659065,70.11856366751357,72.92253485096434,143.0410985184779,6,5,11
210,Queens,ASun,4-5,111.14791557458594,103,115.62403537497477,343,0.3884000302142232,210,16.047734831970175,14.952265168029825,10.985456114647,7.0145438853529996,0-0,0.46762178021813244,110.03268112407136,108.70328950010534,106.08936680085212,109.7056150874916,116.04687980996681,124.92860416383012,68.13758954176078,75.73351049843417,78.78343063542059,154.51694113385474,4,5,9
211,Illinois Chicago,MVC,4-5,103.78733989117693,235,108.02764053052954,187,0.3868681713200745,211,12.31036654021504,18.68963345978496,6.988616143896104,13.011383856103894,0-0,0.37558687759610887,106.90927402624268,110.50202931780474,103.41403620507238,102.71499008459894,0.0,0.0,69.03412434190561,71.64868127163128,74.57593568747258,146.22461695910386,4,5,9
212,New Orleans,Slnd,3-7,106.71889144263173,175,111.25512282925509,273,0.38255456747978583,212,12.595293161156222,18.40470683884378,10.57961167271335,11.420388327286652,1-1,0.6234109865508574,110.79598089914926,104.5133754621454,106.38667339736655,105.72390811655863,102.08793335281332,104.19526828708774,70.32192724327024,75.04678119511203,78.2367465303997,153.28352772551173,3,7,10
213,Southeast Missouri St.,OVC,4-6,104.1909507505157,226,108.66547256617383,204,0.3814114894700646,213,17.11135530245392,12.888644697546082,13.11135530245392,6.888644697546081,0-0,0.4703290347428413,110.49338285253855,105.04767467199662,103.24929465296525,109.65996705697941,109.65900761372319,110.76144800178781,71.38833064456023,74.38018042348905,77.57446685201406,151.9546472755031,4,6,10
214,Georgia Southern,SB,6-5,105.78817266427305,198,110.3871885328713,247,0.3800380767457997,214,17.22808303579084,13.77191696420916,9.644012620577865,8.355987379422135,0-0,0.3812371300013593,103.9987604875287,107.5661287183384,99.87452048575594,104.98607631497657,0.0,0.0,72.34826217596334,76.53590451030905,79.86321256843668,156.39911707874575,6,5,11
215,Northeastern,CAA,4-5,101.49803285455626,271,106.00057878370862,148,0.3777383101400262,215,12.22393979562676,16.776060204373238,7.975360105488461,10.02463989451154,0-0,0.4236959655641099,106.42571115318752,109.31407462000874,106.65636282000318,108.13959383908723,109.07784241799554,106.86153695021335,70.11763081486389,71.168015961307,74.32509449317973,145.49311045448673,4,5,9
216,Southern Miss,SB,6-4,106.21153559379299,184,110.92364045596399,259,0.3777270121328257,216,15.65719034728777,14.34280965271223,9.468581029019822,8.531418970980178,0-0,0.34615554037216567,105.78488674271041,108.07473450308625,104.70130282743982,107.94863804128954,104.59779186563266,102.18000496047094,67.81619681025737,72.02862401348321,75.2241943207188,147.252818334202,6,4,10
217,Stony Brook,CAA,7-3,105.49692668115631,202,110.25814295306148,243,0.3757470881865677,217,17.052868765582257,13.947131234417741,8.164203735733842,9.835796264266158,0-0,0.3949917053492614,106.0826793325359,106.45549654697253,104.85169322649917,107.7034963038401,0.0,0.0,67.3345928499244,71.03592604993987,74.24187164133157,145.27779769127145,7,3,10
218,Indiana St.,MVC,6-4,101.86908719881889,267,106.55475997553975,158,0.37351638173601104,218,13.072944503934064,17.92705549606594,6.744510924361248,13.255489075638751,0-0,0.31910042635395,104.01124689837563,106.84468654154064,106.29526858800509,105.36036033122349,102.69699193172983,108.22132222484792,71.71170022119738,73.05205443008715,76.41223004507548,149.46428447516263,6,4,10
219,Vermont,AE,6-5,108.69272312312535,133,113.71487310717706,323,0.37298141645988175,219,19.63196274609009,11.368037253909906,11.54211689837222,4.4578831016277825,0-0,0.4146979790587981,106.85563342811002,106.38240848607717,101.49864140677813,109.86130184058057,0.0,0.0,65.72589548708407,71.43926560197103,74.74011865169346,146.1793842536645,6,5,11
220,Campbell,CAA,4-5,104.94082361728071,209,109.83180939616119,232,0.3719486297569578,220,13.763254636193913,17.236745363806083,8.114116009719258,9.885883990280744,0-0,0.49445961204795846,110.98832920643699,103.98748494031399,107.45400978002665,106.81388221279998,99.09195537051724,112.01432755734422,71.93375819904895,75.48787831294517,79.00614819667493,154.49402650962008,4,5,9
221,American,Pat,7-4,103.64683411052837,238,108.58469567388624,201,0.36929940116096605,221,18.34083597900528,12.659164020994721,11.247056504613413,6.752943495386589,0-0,0.3425294366165054,104.82776557294713,108.2479649592023,104.23815210364913,110.30901873362461,101.50207409211642,113.09800218190205,70.40042776721486,72.96781458098755,76.44409024414436,149.4119048251319,7,4,11
222,Eastern Michigan,MAC,6-4,102.68061589328698,251,107.67998351234583,179,0.36662709279406774,222,14.148183255376232,15.85181674462377,7.518088353445699,10.4819116465543,0-0,0.4423556997082773,107.23966553542729,107.2022642703048,107.60067623931808,108.40156159880752,101.33183899487683,110.98890590200585,66.36874238841939,68.14783344505805,71.46585086120128,139.61368430625933,6,4,10
223,Coastal Carolina,SB,6-4,100.9841156533026,287,105.96099063573223,147,0.365113154834771,223,15.891437281368528,14.108562718631472,9.527478611173974,8.472521388826024,0-0,0.36602546588593077,105.31403594085765,109.4156548576671,104.38300029902693,109.1115237215645,0.0,0.0,70.5524977033571,71.24681587705179,74.75812548472942,146.00494136178122,6,4,10
224,Valparaiso,MVC,6-3,101.14402371463686,283,106.18954038130522,150,0.3635887482610187,224,12.991265486132827,18.008734513867168,6.562733952936809,13.43726604706319,0-0,0.3191061070137131,103.45698930662363,109.06264955660342,106.60804747258658,105.75783670351483,89.88422306350915,126.58512679208586,66.6367849697536,67.39912559247917,70.76129568426003,138.1604212767392,6,3,9
225,Hampton,CAA,5-5,104.24502890575354,224,109.46490298360142,222,0.3631107896599454,225,14.876002548004193,16.12399745199581,7.9390597719381155,10.060940228061884,0-0,0.33682238120012875,104.31403892809936,107.12970026500089,104.80043343987154,108.22953866553817,88.74058324419255,113.62257690775424,67.15618188850023,70.00698122166749,73.51244935173767,143.51943057340515,5,5,10
226,Texas A&M Corpus Chris,Slnd,3-5,99.0430097803318,323,104.15227534817794,113,0.35928981291431816,226,15.075845168559127,15.924154831440871,11.075845168559125,10.924154831440871,1-0,0.555966472611897,112.66621626111142,100.34453121909011,99.04557528009477,99.50344334450624,90.62292844301385,93.44820985840161,68.61860441529643,67.96193108216923,71.46783781069652,139.42976889286575,3,5,8
227,Radford,BSth,4-7,104.6776596821295,215,110.12924000343531,239,0.3580490423010434,227,15.00341089030393,15.99658910969607,8.078900778223248,7.92109922177675,0-0,0.39671133784829044,107.14636785367396,107.96112142312215,101.42956008158924,106.0787381469475,101.44118861764426,101.56270834929016,72.73884299167582,76.14131852354492,80.10673497402466,156.24805349756957,4,7,11
228,Missouri St.,CUSA,4-4,103.97112904029089,233,109.5054643622991,224,0.3551668894381799,228,13.218531726057252,17.781468273942746,7.668709449020562,12.331290550979439,0-0,0.28778422888034555,106.65092721194237,108.00138589858818,106.3786132211209,107.27381010177623,0.0,0.0,66.48314186990042,69.12327322359383,72.80267322728055,141.9259464508744,4,4,8
229,Eastern Washington,BSky,2-7,107.75415719428254,147,113.49113700430976,318,0.35513728624162616,229,11.118606935565083,19.88139306443492,8.160920126833677,9.839079873166325,0-0,0.49534941257173615,108.00843118245294,105.13390515796975,107.18329432974863,107.41626780152976,114.04598364163931,102.57240601555634,70.56851398964467,76.04050749407098,80.08900889389314,156.12951638796412,2,7,9
230,Northern Kentucky,Horz,8-3,104.2117639379711,225,109.77989169497299,229,0.35466357789394837,230,17.974496825011446,13.025503174988557,9.883475699583343,10.116524300416657,1-1,0.2828464475570433,106.8146559305653,110.72294206627325,106.22660577255671,111.3855992537225,98.49260137925395,116.09590717770261,69.22688359154553,72.14255651003548,75.99719783060371,148.13975434063917,8,3,11
231,UTEP,CUSA,3-5,101.20895395444158,279,106.62101059103796,159,0.3545556614619118,231,11.329724387436304,18.670275612563696,7.528464056056157,12.471535943943842,0-0,0.4138911442844444,109.00839826000279,102.15141787996416,106.80151358966246,105.59557672313042,84.90246333080117,98.6185417570399,66.98146336996798,67.79123842012206,71.41631315372578,139.20755157384784,3,5,8
232,Nebraska Omaha,Sum,5-7,106.87000979934089,169,112.5909285218975,296,0.3544120994593885,232,15.073480876110441,15.92651912388956,8.692183589898827,7.307816410101174,0-0,0.4127415326621707,109.11334094599266,106.6668096605914,101.8239240467129,104.84275165913095,111.32512661308007,120.62227801813307,68.38621956422011,73.08435954968081,76.99667958837895,150.08103913805977,5,7,12
233,Brown,Ivy,5-7,97.70976571025034,340,102.99661889034908,93,0.35297481992052093,233,11.929878079643752,16.07012192035625,5.885826965680783,8.114173034319219,0-0,0.3431197041736946,104.40216433988854,109.6450954299069,103.06305828380584,105.3670164544761,0.0,0.0,66.8914710501297,65.35949964322165,68.89595350765026,134.25545315087192,5,7,12
