date,home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
2024-12-05,UT Rio Grande Valley,Stephen F. Austin,133,137.0,149.2,81.9,12.2,False
2024-12-05,South Carolina St.,Samford,169,148.5,160.4,76.0,11.9,True
2024-12-05,Lipscomb,Southeast Missouri St.,138,138.0,150.1,77.0,12.1,False
2024-12-05,Houston Christian,East Texas A&M,162,131.0,143.1,81.8,12.1,True
2024-12-04,Fairfield,Rider,153,137.5,149.6,80.7,12.1,True
2024-12-04,Colorado St.,Loyola Marymount,137,138.0,149.9,78.4,11.9,False
2024-12-04,Denver,Sacramento St.,139,132.0,144.2,80.5,12.2,True
2024-12-04,Maryland,Ohio St.,142,143.5,155.5,74.3,12.0,False
2024-12-04,Fresno St.,San Diego St.,146,135.0,147.0,75.0,12.0,True
2024-12-04,Virginia Tech,Vanderbilt,144,144.5,156.7,79.9,12.2,False
2024-12-04,Iowa St.,Marquette,151,141.5,153.5,79.5,12.0,True
2024-12-04,Tulsa,Oklahoma St.,131,139.0,150.8,73.0,11.8,False
2024-12-04,Illinois Chicago,Northern Iowa,139,140.0,152.2,79.6,12.2,False
2024-12-04,Texas Tech,DePaul,138,147.0,159.0,74.9,12.0,False
2024-12-04,Albany,Columbia,161,153.5,165.7,80.7,12.2,True
2024-12-04,Massachusetts,Central Connecticut,142,130.5,142.6,72.8,12.1,True
2024-12-04,North Alabama,Tennessee Tech,141,145.0,157.2,82.2,12.2,False
2024-12-04,Weber St.,North Dakota St.,150,145.5,157.7,76.8,12.2,True
2024-12-04,Little Rock,Central Arkansas,120,134.0,145.9,75.3,11.9,False
2024-12-04,Eastern Washington,North Dakota,168,150.0,161.9,78.7,11.9,True
2024-12-04,Seton Hall,NJIT,123,123.5,135.4,75.9,11.9,False
2024-12-04,Mercer,West Georgia,158,140.0,151.9,83.3,11.9,True
2024-12-04,Campbell,Coastal Carolina,115,133.0,145.2,76.2,12.2,False
2024-12-04,Oral Roberts,Northern Arizona,159,147.0,158.8,79.1,11.8,True
2024-12-04,Marshall,Morehead St.,157,136.5,148.7,80.7,12.2,True
2024-12-04,Minnesota,Michigan St.,162,132.0,143.9,80.3,11.9,True
2024-12-04,Wichita St.,Alcorn St.,132,136.0,147.9,79.9,11.9,False
2024-12-04,Nebraska Omaha,Montana St.,141,145.0,157.2,79.0,12.2,False
2024-12-04,N.C. State,Texas,122,141.0,152.9,77.6,11.9,False
2024-12-04,Wagner,Coppin St.,117,117.0,129.0,81.4,12.0,False
2024-12-04,Lehigh,Monmouth,153,142.0,153.9,78.7,11.9,True
2024-12-04,Florida,Virginia,156,144.5,156.5,82.7,12.0,True
2024-12-04,Utah St.,Wyoming,137,145.0,157.2,83.9,12.2,False
2024-12-04,Memphis,Louisiana Tech,152,141.0,152.8,79.2,11.8,True
2024-12-04,Colgate,Cornell,141,158.0,170.0,80.2,12.0,False
2024-12-04,Connecticut,Baylor,148,145.5,157.5,78.7,12.0,True
2024-12-04,Duke,Auburn,162,148.5,160.3,74.8,11.8,True
2024-12-04,Wofford,Gardner Webb,152,146.0,158.2,78.7,12.2,True
2024-12-04,Bucknell,St. Bonaventure,111,131.5,143.6,77.4,12.1,False
2024-12-04,Montana,South Dakota St.,138,151.5,163.5,77.4,12.0,False
2024-12-04,Robert Morris,Youngstown St.,130,140.0,151.9,79.5,11.9,False
2024-12-04,Mississippi St.,Pittsburgh,147,146.5,158.7,76.8,12.2,True
2024-12-04,North Carolina,Alabama,173,165.5,177.3,78.6,11.8,True
2024-12-04,Northern Colorado,St. Thomas,162,156.0,167.8,79.5,11.8,True
2024-12-04,Florida Gulf Coast,Furman,149,142.0,154.0,81.0,12.0,True
2024-12-04,FIU,Florida Atlantic,165,140.5,152.3,78.6,11.8,True
2024-12-04,IU Indy,Green Bay,159,156.5,168.7,77.8,12.2,True
2024-12-04,American,George Washington,152,133.5,145.4,81.0,11.9,True
2024-12-04,Fordham,Fairleigh Dickinson,159,145.5,157.7,75.1,12.2,True
2024-12-04,UMKC,Idaho,159,139.0,151.2,91.3,12.2,True
2024-12-04,Creighton,Kansas,139,141.5,153.4,74.6,11.9,False
2024-12-04,Seattle,Portland St.,165,128.0,140.2,77.8,12.2,True
2024-12-04,VCU,Georgia Southern,143,143.0,154.9,80.0,11.9,False
2024-12-04,Western Carolina,Bellarmine,160,147.5,159.3,79.7,11.8,True
2024-12-04,USC,Oregon,128,145.5,157.4,83.2,11.9,False
2024-12-04,South Dakota,Idaho St.,174,157.5,169.3,82.4,11.8,True
2024-12-04,New Mexico St.,Abilene Christian,148,125.0,137.0,76.8,12.0,True
2024-12-04,Belmont,Illinois St.,196,155.5,167.3,79.0,11.8,True
2024-12-04,New Mexico,San Jose St.,160,142.5,154.3,75.0,11.8,True
2024-12-04,Holy Cross,Harvard,135,138.5,150.4,82.6,11.9,False
2024-12-03,Boise St.,Utah Tech,151,144.5,156.6,80.8,12.1,True
2024-12-03,Akron,Northern Kentucky,159,148.5,160.7,80.7,12.2,True
2024-12-03,Louisville,Mississippi,149,145.0,157.1,80.7,12.1,True
2024-12-03,Tennessee,Syracuse,166,139.5,151.5,75.6,12.0,True
2024-12-03,South Florida,Stetson,146,143.0,155.0,77.6,12.0,True
2024-12-03,Southern Illinois,Bradley,143,142.0,154.2,76.8,12.2,True
2024-12-03,Missouri,California,191,155.0,166.9,75.8,11.9,True
2024-12-03,New Hampshire,Dartmouth,134,135.0,147.1,76.2,12.1,False
2024-12-03,Florida A&M,Presbyterian,129,142.0,154.1,78.8,12.1,False
2024-12-03,Le Moyne,Army,203,151.5,163.7,75.6,12.2,True
2024-12-03,Duquesne,Saint Peter's,121,124.0,136.2,81.2,12.2,False
2024-12-03,George Mason,UNC Asheville,126,137.0,148.8,73.1,11.8,False
2024-12-03,Saint Joseph's,Princeton,146,138.5,150.5,83.3,12.0,True
2024-12-03,Oklahoma,Georgia Tech,137,143.0,155.2,77.3,12.2,False
2024-12-03,Miami FL,Arkansas,149,151.0,163.1,74.7,12.1,False
2024-12-03,Charleston Southern,Tennessee Martin,151,140.5,152.3,74.8,11.8,True
2024-12-03,Clemson,Kentucky,136,146.0,157.8,80.4,11.8,False
2024-12-03,Delaware,Delaware St.,173,158.0,170.2,83.4,12.2,True
2024-12-03,Chattanooga,Lipscomb,142,149.0,160.9,78.2,11.9,False
2024-12-03,Providence,BYU,147,152.0,164.0,79.7,12.0,False
2024-12-03,UNC Greensboro,High Point,140,144.0,156.2,77.3,12.2,False
2024-12-03,Saint Mary's,UTSA,156,136.0,147.8,76.8,11.8,True
2024-12-03,Loyola Chicago,Eastern Michigan,130,142.5,154.5,77.7,12.0,False
2024-12-03,Grand Canyon,Hawaii,150,138.5,150.3,83.4,11.8,True
2024-12-03,Hampton,North Carolina A&T,153,137.0,149.0,76.9,12.0,True
2024-12-03,Arizona St.,San Diego,143,147.0,159.2,75.1,12.2,False
2024-12-03,Butler,Eastern Illinois,131,138.0,150.2,85.8,12.2,False
2024-12-03,Boston College,South Carolina,124,135.0,147.2,79.8,12.2,False
2024-12-03,Murray St.,Evansville,124,129.5,141.5,76.6,12.0,False
2024-12-03,UCLA,Washington,127,138.5,150.6,78.8,12.1,False
2024-12-03,Wisconsin,Michigan,131,145.5,157.4,75.8,11.9,False
2024-12-03,James Madison,East Tennessee St.,132,140.0,152.0,80.8,12.0,False
2024-12-03,Dayton,Western Michigan,146,146.0,158.2,85.7,12.2,False
2024-12-03,Stanford,Utah Valley,140,139.0,150.9,79.5,11.9,True
2024-12-03,Vermont,Brown,113,125.5,137.4,84.5,11.9,False
2024-12-03,Villanova,Cincinnati,128,136.0,147.8,78.7,11.8,False
2024-12-03,Queens,Winthrop,164,154.5,166.3,75.7,11.8,True
2024-12-03,Indiana,Sam Houston St.,168,147.0,158.8,85.5,11.8,True
2024-12-03,Northeastern,La Salle,150,140.0,152.2,79.8,12.2,True
2024-12-03,Iowa,Northwestern,159,149.5,161.7,76.1,12.2,True
2024-12-03,East Carolina,UNC Wilmington,120,144.0,155.9,80.3,11.9,False
2024-12-03,Georgia,Notre Dame,117,138.0,150.0,75.3,12.0,False
2024-12-03,LSU,Florida St.,160,138.0,150.1,77.5,12.1,True
2024-12-03,SMU,Alabama St.,173,145.0,156.8,77.5,11.8,True
2024-12-03,McNeese St.,Santa Clara,141,143.0,155.2,70.0,12.2,False
2024-12-03,Texas A&M,Wake Forest,101,132.0,144.0,80.3,12.0,False
2024-12-02,St. Thomas,Chicago St.,174,147.5,159.7,77.5,12.2,True
2024-12-02,Nevada,Washington St.,125,148.5,160.4,79.2,11.9,False
2024-12-02,Old Dominion,William & Mary,171,146.0,157.9,79.3,11.9,True
2024-12-02,Georgetown,UMBC,148,151.5,163.3,80.6,11.8,False
2024-12-02,Louisiana Monroe,UT Arlington,154,145.0,157.0,79.8,12.0,True
2024-12-02,Saint Louis,Jackson St.,140,140.0,152.0,76.0,12.0,False
2024-12-02,Coppin St.,Loyola MD,125,131.0,143.0,82.8,12.0,False
2024-12-02,Colorado,Pacific,141,136.0,148.1,78.8,12.1,True
2024-12-02,Drexel,Bryant,151,139.0,151.0,77.7,12.0,True
2024-12-02,Rhode Island,Yale,162,151.0,162.9,78.0,11.9,True
2024-12-02,Tulane,Southeastern Louisiana,138,141.0,152.9,83.1,11.9,False
2024-12-02,Miami OH,Air Force,133,138.0,149.8,82.5,11.8,False
2024-12-01,Oral Roberts,Missouri St.,139,137.0,149.2,75.8,12.2,True
2024-12-01,Kansas St.,Arkansas Pine Bluff,193,144.5,156.3,76.6,11.8,True
2024-12-01,Penn,Elon,121,146.5,158.6,79.8,12.1,False
2024-12-01,Troy,Eastern Kentucky,158,141.0,153.0,81.0,12.0,True
2024-12-01,Tennessee St.,UNC Asheville,166,149.0,161.2,74.7,12.2,True
2024-12-01,Wofford,North Alabama,128,146.5,158.6,80.9,12.1,False
2024-12-01,Xavier,South Carolina St.,139,143.0,154.9,82.4,11.9,False
2024-12-01,Fairfield,Fairleigh Dickinson,152,136.0,148.2,77.5,12.2,True
2024-12-01,Portland,Denver,191,143.0,155.1,77.5,12.1,True
2024-12-01,UAB,Middle Tennessee,145,153.5,165.5,81.2,12.0,False
2024-12-01,Maryland,Alcorn St.,154,137.5,149.4,77.9,11.9,True
2024-12-01,Stony Brook,Norfolk St.,143,143.5,155.7,81.7,12.2,False
2024-12-01,Fordham,New Hampshire,144,144.5,156.7,76.4,12.2,False
2024-12-01,Boston University,Sacred Heart,138,140.5,152.5,78.5,12.0,False
2024-12-01,Texas Southern,Texas St.,131,139.0,150.9,78.9,11.9,False
2024-12-01,Central Connecticut,UMass Lowell,136,139.5,151.5,77.2,12.0,False
2024-12-01,Massachusetts,NJIT,148,135.5,147.6,71.4,12.1,True
2024-12-01,San Francisco,Mercyhurst,146,140.0,151.8,76.8,11.8,True
2024-12-01,Stonehill,Quinnipiac,162,141.5,153.7,82.0,12.2,True
2024-12-01,Lafayette,Binghamton,163,131.5,143.7,83.7,12.2,True
2024-12-01,Penn St.,Buffalo,151,148.0,160.0,75.9,12.0,True
2024-12-01,Nebraska,North Florida,175,156.5,168.3,71.9,11.8,True
2024-12-01,Saint Francis,Radford,149,140.0,152.0,83.5,12.0,True
2024-12-01,UCF,Cal Baptist,133,147.5,159.6,80.3,12.1,False
2024-12-01,Minnesota,Bethune Cookman,141,132.5,144.3,81.6,11.8,True
2024-11-30,Georgia,Jacksonville,158,136.0,147.8,77.2,11.8,True
2024-11-30,Kansas,Furman,137,141.5,153.4,74.2,11.9,False
2024-11-30,Toledo,Oakland,137,152.0,163.9,77.1,11.9,False
2024-11-30,Stanford,Cal Poly,187,155.0,167.2,78.9,12.2,True
2024-11-30,Texas A&M Corpus Chris,Prairie View A&M,183,145.0,156.9,75.9,11.9,True
2024-11-30,Louisiana,Nicholls St.,151,136.5,148.4,81.1,11.9,True
2024-11-30,Connecticut,Maryland Eastern Shore,144,144.5,156.5,77.9,12.0,False
2024-11-30,Western Kentucky,Marshall,172,143.0,154.9,81.0,11.9,True
2024-11-30,Lafayette,Niagara,106,134.5,146.5,83.3,12.0,False
2024-11-30,Portland St.,Utah Tech,139,138.0,149.8,78.1,11.8,True
2024-11-30,Green Bay,Campbell,138,140.5,152.3,76.0,11.8,False
2024-11-30,Southern Utah,Cal St. Bakersfield,138,140.0,151.9,80.0,11.9,False
2024-11-30,Lehigh,Marist,143,129.0,141.1,78.9,12.1,True
2024-11-30,Wright St.,Air Force,127,141.0,152.9,79.8,11.9,False
2024-11-30,Howard,Mount St. Mary's,154,144.0,156.0,77.7,12.0,True
2024-11-30,Penn,Maine,141,137.0,148.9,78.9,11.9,True
2024-11-30,Wisconsin,Chicago St.,127,148.0,159.9,76.5,11.9,False
2024-11-30,Oregon St.,UC Davis,147,136.0,148.2,79.4,12.2,True
2024-11-30,UNC Wilmington,Appalachian St.,137,130.5,142.7,83.0,12.2,True
2024-11-30,La Salle,Temple,158,148.5,160.7,77.2,12.2,True
2024-11-30,Utah,Eastern Washington,168,144.5,156.3,79.7,11.8,True
2024-11-30,Florida Atlantic,Florida Gulf Coast,158,147.5,159.6,78.7,12.1,True
2024-11-30,Vermont,Northeastern,132,129.0,140.8,81.4,11.8,True
2024-11-30,Idaho,UC Riverside,148,152.5,164.5,83.3,12.0,False
2024-11-30,Georgetown,Albany,168,142.0,153.9,80.6,11.9,True
2024-11-30,Drake,Georgia Southern,108,133.0,144.9,80.4,11.9,False
2024-11-30,Seton Hall,Monmouth,114,129.0,141.2,77.6,12.2,False
2024-11-30,East Texas A&M,Purdue Fort Wayne,134,142.5,154.3,76.8,11.8,False
2024-11-30,Coastal Carolina,USC Upstate,124,145.0,157.1,74.6,12.1,False
2024-11-30,St. John's,Harvard,141,133.0,145.2,80.3,12.2,True
2024-11-30,Southern Miss,Milwaukee,131,141.5,153.5,79.9,12.0,False
2024-11-30,UTSA,Houston Christian,149,140.0,151.9,81.8,11.9,True
2024-11-30,Marquette,Western Carolina,156,143.0,155.2,78.6,12.2,True
2024-11-30,East Tennessee St.,Austin Peay,136,136.5,148.6,78.5,12.1,False
2024-11-30,Montana St.,Cal St. Northridge,141,144.5,156.7,81.9,12.2,False
2024-11-30,Ohio,Robert Morris,152,146.0,158.0,80.0,12.0,True
2024-11-30,Miami FL,Charleston Southern,162,150.5,162.3,76.6,11.8,True
2024-11-30,Nebraska Omaha,Abilene Christian,126,139.5,151.6,79.2,12.1,False
2024-11-30,Alabama A&M,Lipscomb,126,141.5,153.4,76.7,11.9,False
2024-11-30,Georgia Tech,Central Arkansas,155,140.0,151.8,74.7,11.8,True
2024-11-30,Louisiana Tech,Southern,143,131.0,143.2,79.6,12.2,True
2024-11-30,Southeast Missouri St.,UMKC,139,130.5,142.3,81.7,11.8,True
2024-11-30,Sacramento St.,Mercyhurst,126,135.0,146.8,79.7,11.8,False
2024-11-30,Rider,Delaware,138,153.0,164.9,81.9,11.9,False
2024-11-30,Pacific,Cal St. Fullerton,119,133.0,145.2,76.7,12.2,False
2024-11-30,Northern Kentucky,Bellarmine,156,145.5,157.5,81.6,12.0,True
2024-11-30,Eastern Michigan,Detroit Mercy,187,140.0,151.8,77.9,11.8,True
2024-11-29,UC Santa Barbara,Mississippi Valley St.,129,136.0,147.9,74.3,11.9,False
2024-11-29,UNC Wilmington,Sam Houston St.,129,150.0,161.9,82.0,11.9,False
2024-11-29,Cleveland St.,Morehead St.,140,130.5,142.6,82.3,12.1,True
2024-11-29,Boston College,Dartmouth,171,135.5,147.7,78.0,12.2,True
2024-11-29,South Alabama,Alcorn St.,139,129.5,141.4,77.9,11.9,True
2024-11-29,DePaul,Valparaiso,159,144.0,156.2,78.8,12.2,True
2024-11-29,Texas Tech,Northern Colorado,153,153.5,165.4,75.2,11.9,False
2024-11-29,Penn,Navy,164,144.5,156.6,76.4,12.1,True
2024-11-29,Texas,Delaware St.,158,151.5,163.4,80.5,11.9,True
2024-11-29,LSU,Northwestern St.,130,133.0,145.2,80.9,12.2,False
2024-11-29,Eastern Illinois,Northern Illinois,131,126.5,138.7,78.4,12.2,True
2024-11-29,Samford,West Georgia,151,151.0,162.8,78.3,11.8,False
2024-11-29,Troy,Merrimack,140,124.0,136.0,80.4,12.0,True
2024-11-29,George Washington,VMI,141,138.0,150.1,83.9,12.1,True
2024-11-29,Lafayette,LIU,131,123.0,135.1,79.6,12.1,True
2024-11-29,Clemson,Florida A&M,144,142.5,154.6,81.6,12.1,True
2024-11-29,Belmont,Gardner Webb,157,153.0,165.1,77.6,12.1,True
2024-11-29,Duke,Seattle,118,137.5,149.6,76.0,12.1,False
2024-11-29,James Madison,George Mason,127,134.0,145.8,79.1,11.8,False
2024-11-29,Vanderbilt,Tennessee Tech,143,150.0,162.2,82.9,12.2,False
2024-11-29,Ohio St.,Pittsburgh,181,144.5,156.6,73.2,12.1,True
2024-11-29,East Carolina,North Carolina A&T,162,141.5,153.4,77.8,11.9,True
2024-11-29,Kentucky,Georgia St.,181,160.5,172.7,75.2,12.2,True
2024-11-29,Louisiana Monroe,Stephen F. Austin,128,131.5,143.7,81.6,12.2,False
2024-11-29,SIU Edwardsville,North Florida,151,149.0,161.2,76.4,12.2,True
2024-11-29,Manhattan,Le Moyne,158,160.0,172.0,80.6,12.0,False
2024-11-29,Virginia,Holy Cross,108,137.5,149.6,83.6,12.1,False
2024-11-27,Tennessee Tech,Presbyterian,165,139.0,151.2,81.6,12.2,True
2024-11-27,Little Rock,Maryland Eastern Shore,137,133.0,144.9,73.8,11.9,True
2024-11-27,UMBC,Morgan St.,161,159.5,171.5,77.3,12.0,True
2024-11-27,Harvard,Massachusetts,116,137.0,149.0,74.0,12.0,False
2024-11-27,Saint Louis,UMass Lowell,183,151.5,163.5,79.1,12.0,True
2024-11-27,California,Mercyhurst,136,143.0,155.2,79.4,12.2,False
2024-11-27,Nebraska,South Dakota,175,157.0,169.1,73.7,12.1,True
2024-11-27,UNC Wilmington,Colgate,131,146.5,158.4,79.0,11.9,False
2024-11-27,Villanova,Rider,120,143.0,154.9,81.5,11.9,False
2024-11-27,Air Force,Sacramento St.,124,129.0,141.2,84.2,12.2,False
2024-11-27,Georgia Tech,Charleston Southern,158,138.0,150.2,78.4,12.2,True
2024-11-27,Valparaiso,Northern Illinois,169,141.0,152.8,77.4,11.8,True
2024-11-27,Charleston,Northern Kentucky,143,141.0,152.9,77.3,11.9,True
2024-11-27,Marshall,South Carolina St.,135,140.5,152.5,79.1,12.0,False
2024-11-27,Montana,Cal St. Northridge,158,152.5,164.6,78.9,12.1,True
2024-11-27,Tennessee,Tennessee Martin,113,137.5,149.7,73.7,12.2,False
2024-11-27,Youngstown St.,Western Michigan,135,141.0,153.2,80.6,12.2,False
2024-11-27,Charlotte,East Tennessee St.,130,137.0,149.2,81.9,12.2,False
2024-11-27,Brown,Stony Brook,131,137.0,149.1,82.2,12.1,False
2024-11-27,Cincinnati,Alabama St.,136,134.0,145.9,75.4,11.9,True
2024-11-27,Maryland,Bucknell,158,141.5,153.4,75.5,11.9,True
2024-11-27,Pacific,Arkansas Pine Bluff,154,146.0,158.2,75.6,12.2,True
2024-11-27,UCF,Milwaukee,160,153.5,165.5,79.3,12.0,True
2024-11-27,Missouri,Lindenwood,142,148.5,160.6,76.4,12.1,False
2024-11-27,Robert Morris,Canisius,136,145.0,157.0,78.1,12.0,False
2024-11-27,Houston Christian,Northern Arizona,145,136.5,148.3,80.0,11.8,True
2024-11-27,Chattanooga,Bryant,160,154.0,166.1,80.0,12.1,True
2024-11-27,Samford,Utah Valley,160,148.5,160.5,76.3,12.0,True
2024-11-27,Baylor,New Orleans,151,150.5,162.6,75.2,12.1,True
2024-11-27,Syracuse,Cornell,154,159.0,170.9,77.1,11.9,False
2024-11-27,Marquette,Stonehill,153,142.5,154.5,81.5,12.0,True
2024-11-26,Loyola MD,VMI,137,138.5,150.5,84.6,12.0,False
2024-11-26,Kentucky,Western Kentucky,155,151.5,163.5,79.0,12.0,True
2024-11-26,Virginia,Manhattan,139,144.0,156.2,84.1,12.2,False
2024-11-26,Utah,Mississippi Valley St.,142,139.5,151.5,74.7,12.0,True
2024-11-26,Florida St.,Western Carolina,148,140.5,152.6,77.7,12.1,True
2024-11-26,UCLA,Southern Utah,131,135.5,147.7,77.7,12.2,False
2024-11-26,Iowa,USC Upstate,187,162.0,173.9,72.8,11.9,True
2024-11-26,Samford,North Dakota St.,201,158.0,170.2,74.0,12.2,True
2024-11-26,Montana St.,Abilene Christian,144,131.5,143.4,84.2,11.9,True
2024-11-26,Saint Francis,Lehigh,166,139.0,151.0,80.3,12.0,True
2024-11-26,Cal Poly,Grambling St.,161,144.0,155.9,78.2,11.9,True
2024-11-26,Saint Joseph's,Coppin St.,137,133.0,145.1,82.1,12.1,True
2024-11-26,Pepperdine,Cal St. Fullerton,135,140.0,152.2,75.1,12.2,False
2024-11-26,Georgetown,Wagner,107,124.0,136.2,82.7,12.2,False
2024-11-26,UC Santa Barbara,Eastern Washington,118,141.5,153.5,80.3,12.0,False
2024-11-26,Cleveland St.,NJIT,109,131.5,143.3,77.8,11.8,False
2024-11-26,South Alabama,Western Illinois,127,134.0,146.1,79.7,12.1,False
2024-11-26,Fairleigh Dickinson,Saint Peter's,154,127.0,139.2,77.7,12.2,True
2024-11-25,Alabama A&M,IU Indy,171,151.5,163.7,76.1,12.2,True
2024-11-25,Saint Louis,Quinnipiac,148,143.5,155.4,81.6,11.9,True
2024-11-25,UT Rio Grande Valley,Le Moyne,174,157.0,169.0,80.1,12.0,True
2024-11-25,Arkansas,Maryland Eastern Shore,144,142.0,153.9,76.5,11.9,True
2024-11-25,Montana,Utah Tech,135,149.0,161.2,79.6,12.2,False
2024-11-25,South Alabama,Incarnate Word,147,135.0,147.0,77.6,12.0,True
2024-11-25,Winthrop,LIU,152,136.5,148.5,76.4,12.0,True
2024-11-25,Illinois,Little Rock,126,145.0,156.8,75.9,11.8,False
2024-11-25,UMBC,Howard,172,159.5,171.5,79.6,12.0,True
2024-11-25,Troy,UTSA,158,140.5,152.5,80.3,12.0,True
2024-11-25,Southern Indiana,Indiana St.,164,153.0,165.0,80.3,12.0,True
2024-11-25,Houston Christian,Eastern Michigan,147,138.5,150.3,81.2,11.8,True
2024-11-25,North Texas,Oregon St.,113,133.5,145.3,79.6,11.8,False
2024-11-25,UMass Lowell,Merrimack,155,137.5,149.5,77.8,12.0,True
2024-11-25,Ohio St.,Green Bay,171,150.0,161.9,74.3,11.9,True
2024-11-25,Chattanooga,Tennessee St.,163,152.5,164.7,79.2,12.2,True
2024-11-25,Stonehill,East Texas A&M,132,136.5,148.5,82.7,12.0,False
2024-11-25,Minnesota,Central Michigan,133,136.0,148.1,80.6,12.1,False
2024-11-25,Columbia,New Hampshire,140,147.5,159.7,79.5,12.2,False
2024-11-25,Buffalo,North Carolina A&T,163,141.0,153.0,76.6,12.0,True
2024-11-25,Iona,Cornell,152,149.5,161.4,83.7,11.9,True
2024-11-25,UC Davis,Norfolk St.,131,134.0,146.0,82.1,12.0,False
2024-11-24,Central Arkansas,UNC Asheville,175,146.0,158.2,75.0,12.2,True
2024-11-24,Lipscomb,Jackson St.,130,139.0,150.8,74.3,11.8,False
2024-11-24,Rhode Island,Charleston,144,149.0,160.8,76.5,11.8,False
2024-11-24,New Mexico,Texas Southern,167,138.0,149.9,77.3,11.9,True
2024-11-24,Florida Gulf Coast,FIU,119,132.5,144.4,83.2,11.9,False
2024-11-24,Milwaukee,St. Thomas,134,151.0,163.1,79.4,12.1,False
2024-11-24,Akron,Alabama St.,175,149.5,161.7,77.4,12.2,True
2024-11-24,Northwestern St.,North Alabama,129,137.5,149.6,82.5,12.1,False
2024-11-24,East Tennessee St.,Queens,149,141.5,153.5,77.2,12.0,True
2024-11-24,Montana,Denver,156,143.0,154.8,79.2,11.8,True
2024-11-24,Evansville,Campbell,119,129.5,141.3,74.4,11.8,False
2024-11-24,Morgan St.,Towson,124,144.5,156.4,78.3,11.9,False
2024-11-24,San Diego,Idaho,129,150.0,162.2,82.9,12.2,False
2024-11-24,USC,Grambling St.,149,136.5,148.7,80.7,12.2,True
2024-11-24,Air Force,Mercyhurst,130,133.5,145.3,82.4,11.8,False
2024-11-24,Kennesaw St.,Rutgers,156,150.0,162.1,83.3,12.1,True
2024-11-24,Central Connecticut,Binghamton,120,127.0,139.2,79.7,12.2,False
2024-11-24,St. Bonaventure,Bryant,155,136.5,148.6,79.7,12.1,True
2024-11-24,California,Sacramento St.,160,139.0,151.2,80.4,12.2,True
2024-11-24,Montana St.,Southern Miss,138,137.5,149.6,81.2,12.1,True
2024-11-24,UC Riverside,Alcorn St.,121,140.5,152.6,78.3,12.1,False
2024-11-24,Missouri,Arkansas Pine Bluff,175,163.0,175.1,75.9,12.1,True
2024-11-24,Valparaiso,Eastern Illinois,134,133.0,144.9,80.3,11.9,True
2024-11-24,Maine,Holy Cross,135,134.0,146.1,83.6,12.1,True
2024-11-24,Appalachian St.,William & Mary,155,136.5,148.7,85.5,12.2,True
2024-11-23,Texas A&M Corpus Chris,Le Moyne,143,150.5,162.4,79.7,11.9,False
2024-11-23,Loyola Chicago,Tulsa,142,136.5,148.5,74.0,12.0,True
2024-11-23,Illinois,Maryland Eastern Shore,127,153.5,165.3,75.1,11.8,False
2024-11-23,Long Beach St.,Fresno St.,141,139.5,151.5,75.2,12.0,True
2024-11-23,Santa Clara,Stanford,140,145.5,157.3,71.9,11.8,False
2024-11-23,Charlotte,LIU,155,129.0,140.9,78.9,11.9,True
2024-11-23,Columbia,Stony Brook,145,152.0,164.0,80.4,12.0,False
2024-11-23,Purdue,Marshall,125,148.5,160.5,77.1,12.0,False
2024-11-23,Georgia Tech,Cincinnati,139,132.5,144.3,75.6,11.8,True
2024-11-23,UNLV,New Mexico St.,137,126.0,137.9,76.5,11.9,True
2024-11-23,Marist,New Hampshire,103,128.0,139.9,78.5,11.9,False
2024-11-23,Canisius,Brown,159,140.0,151.9,78.7,11.9,True
2024-11-23,Saint Mary's,Cal Poly,146,144.0,155.9,75.4,11.9,True
2024-11-23,Florida Gulf Coast,Northeastern,114,139.5,151.3,80.0,11.8,False
2024-11-23,Bucknell,Rider,110,140.0,152.1,77.2,12.1,False
2024-11-23,Alabama A&M,Coastal Carolina,147,138.0,150.2,77.7,12.2,True
2024-11-23,Georgetown,Saint Francis,147,138.5,150.6,83.4,12.1,True
2024-11-23,Cleveland St.,Kent St.,120,132.0,144.1,77.4,12.1,False
2024-11-23,Northern Colorado,Prairie View A&M,212,152.0,164.2,74.3,12.2,True
2024-11-23,Charleston Southern,Furman,113,142.0,154.1,80.6,12.1,False
2024-11-23,Bellarmine,Bowling Green,148,146.0,157.8,79.9,11.8,True
2024-11-23,BYU,Mississippi Valley St.,130,149.5,161.4,75.4,11.9,False
2024-11-23,UMass Lowell,Quinnipiac,150,151.5,163.6,78.9,12.1,False
2024-11-23,Stephen F. Austin,Youngstown St.,121,131.5,143.4,78.5,11.9,False
2024-11-23,Mount St. Mary's,Delaware St.,142,142.5,154.4,78.4,11.9,False
2024-11-23,DePaul,Northern Illinois,150,138.5,150.6,75.4,12.1,True
2024-11-23,Georgia Southern,West Georgia,118,143.5,155.5,83.3,12.0,False
2024-11-23,UMBC,Boston University,146,145.5,157.4,78.8,11.9,True
2024-11-23,Akron,Nebraska Omaha,176,157.5,169.5,79.0,12.0,True
2024-11-23,Cal Baptist,Eastern Washington,147,137.5,149.7,80.9,12.2,True
2024-11-23,Wake Forest,Detroit Mercy,124,132.0,144.1,77.1,12.1,False
2024-11-23,Milwaukee,Wofford,150,145.5,157.3,79.9,11.8,True
2024-11-22,Evansville,Green Bay,179,139.0,150.8,75.7,11.8,True
